,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,hourly,employer_provided,min_salary,max_salary,average_salary,company_text,Job_state,company_age,python_yn,rstudio_yn,spark_yn,powerbi_yn,aws_yn,excel_yn
388,Data Scientist - Analytics,$67K - $103K (Employer est.),"As a Data Scientist at Hypersonix, you will play a key role in translating data into insights for our clients. You will design, develop and implement processes and frameworks into our AI Platform that will help our clients make sense of the data they generate and consume the insights to make informed decisions.
Roles and Responsibilities
Solve business problems & develop a business solution
Use problem-solving methodologies to propose creative solutions to solve a business problem
Recommend design and develop state-of-the-art data-driven analysis using statistical & advanced analytics methodologies to solve business problems
Develop models & recommend insights

This is a remote position.",5.0,"Hypersonix Inc.
5.0","San Jose, CA",1 to 50 Employees,2019,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,0,0,67,103,85.0,"Hypersonix Inc.
", CA,3,0,0,0,0,0,0
389,Junior Data Scientist,$67K - $103K (Employer est.),"Data-Core Systems is looking for a Data Scientist to help us create the next generation Healthcare products. Responsibilities include creating, training, and deploying machine learning models. The successful candidate will have a strong background and formal training in statistics and programming in Python. Our goal is to develop efficient self-learning Healthcare applications.

Responsibilities
Perform data mining and collection procedures
Ensure data quality and integrity
Select appropriate datasets and data representation methods",3.7,"Data-Core System, Inc.
3.7","Bristol, PA",201 to 500 Employees,1988,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),0,0,67,103,85.0,"Data-Core System, Inc.
", PA,34,1,0,0,0,0,0
390,"IT Specialist (Data Scientist), ZP-2210-3 (DE/CR)",$67K - $103K (Employer est.),"Help
This job is open to
Career transition (CTAP, ICTAP, RPL)
Federal employees who meet the definition of a ""surplus"" or ""displaced"" employee.
The public
U.S. Citizens, Nationals or those who owe allegiance to the U.S.",4.3,"US National Oceanic and Atmospheric Administration
4.3","Asheville, NC",10000+ Employees,1970,Government,Federal Agencies,Government,$1 to $5 million (USD),0,0,67,103,85.0,"US National Oceanic and Atmospheric Administration
", NC,52,0,0,0,0,0,0
391,"Senior Data Scientist, NLP / Conversational AI",$67K - $103K (Employer est.),"About Carvana
If you like disrupting the norm and are looking for a company revolutionizing an industry then you will LOVE what Carvana has done for the car buying experience. Buying a car the old fashioned way sucks and we are working hard to make it NOT suck. At Carvana, our customers can hop online to...
Search and browse our inventory of over 20,000 vehicles that we own and certify.
Narrow down search results using highly intelligent filtering tools/components.
View vehicle details, Carfax reports, and 360 rotating studio images for every vehicle.
Secure financing in minutes using Carvana's in-house service or their own bank.
Interact with GUI components to easily customize loan length, down payment, and monthly payment.",3.4,"Carvana
3.4","San Francisco, CA",5001 to 10000 Employees,2013,Company - Public,Other Retail Stores,Retail,Unknown / Non-Applicable,0,0,67,103,85.0,"Carvana
", CA,9,0,0,0,0,0,0
392,"data scientist, Supply Chain - Remote",$67K - $103K (Employer est.),"Job Posting
: Apr 4, 2022
Job Posting End Date
: May 5, 2022
Location
: US-WA-Seattle-Starbucks Support Center
Is this role eligible for remote or hybrid work? : Yes-Remote",3.8,"Starbucks
3.8","Seattle, WA",10000+ Employees,1971,Company - Public,Fast-Food & Quick-Service Restaurants,"Restaurants, Bars & Food Services",$10+ billion (USD),0,0,67,103,85.0,"Starbucks
", WA,51,0,0,0,0,0,0
393,Data Scientist,$67K - $103K (Employer est.),"Data Scientist
Overview:
The community has a need for timely and accurate COVID-19 results and information to protect themselves and others during this pandemic. GS Labs is responding to this call-to-action. We are prepared to provide this testing in a professional, safe environment and need reliable and detail-oriented people willing to join our team. If you feel called to contribute to the community in a meaningful way while earning a good wage, this opportunity might be for you.

What are we looking for?
We are looking for a Data Scientist to analyze large amounts of raw information to find patterns that will help improve our company. We will rely on you to build data products to extract valuable business insights. In this role, you should be highly analytical with a knack for analysis, math and statistics. Critical thinking and problem-solving skills are essential for interpreting data. We also want to see a passion for machine-learning and research. Your goal will be to help our company analyze trends to make better decisions.",4.2,"GS Labs, LLC
4.2","Omaha, NE",1001 to 5000 Employees,2003,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,67,103,85.0,"GS Labs, LLC
", NE,19,0,0,0,0,0,0
394,"Deep Learning Engineer/Scientist, Tesla Bot",$67K - $103K (Employer est.),"The Role

Tesla is on a path to build humanoid bi-pedal robots at scale to automate repetitive and boring tasks for manufacturing/logistics. Core to the Tesla Bot, the deep learning stack presents a unique opportunity to work on state-of-the-art neural network algorithms for deep learning culminating in their deployment to real world production applications. Our deep learning research scientists and engineers develop and own this stack from inception to deployment.

Responsibilities

Train machine learning and deep learning models on a computing cluster to perform visual recognition tasks, such as segmentation and detection",3.7,"Tesla
3.7","Palo Alto, CA",10000+ Employees,2003,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$2 to $5 billion (USD),0,0,67,103,85.0,"Tesla
", CA,19,0,0,0,0,0,0
395,Jr. Data Scientist,$67K - $103K (Employer est.),"Paramount Global (NASDAQ: PARA, PARAA) is a leading global media and entertainment company that creates premium content and experiences for audiences worldwide. Driven by iconic studios, networks and streaming services, Paramount's portfolio of consumer brands includes CBS, Showtime Networks, Paramount Pictures, Nickelodeon, MTV, Comedy Central, BET, Paramount+, Pluto TV and Simon & Schuster, among others. Paramount delivers the largest share of the U.S. television audience and boasts one of the industry's most important and extensive libraries of TV and film titles. In addition to offering innovative streaming services and digital video products, the company provides powerful capabilities in production, distribution and advertising solutions.
Advertising on all formats is being reinvented through new business models and the combination of big data, predictive analytics, optimization and other modern data science and analysis techniques. Paramount's Advanced Advertising Group is at the forefront of this reinvention of advertising and is currently looking for key new individuals to join our team!

The Product Science and Analytics team is looking for a Junior Data Scientist. In this role, you will need to gain an understanding of our platform, including the predictive, simulation, and optimization models that power it – as well as how those models impact our underlying business. You will be expected to monitor and maintain existing prediction, optimization, and simulation engines. You will also implement custom queries against our data warehouse, run statistical data analyses, and other types of analyses related to platform performance. You will work closely with a dedicated science and software engineering team, as well as key operational teams, to validate and ensure platform KPI performance!


Work with data scientists, data engineers, and software engineers to deliver analysis aimed at underlying business objectives
Execute data driven methodologies to improve product performance and capability
Monitor and maintain platform health, as determined by Vantage business leadership
Ensure technical approaches taken by the Science and Analysis team are appropriate for their objective and underlying data structure
Brainstorm new functionality and features for future platform improvements
Work with semi-technical and non-technical business units in delivering actionable insights from large data sets


Passion for problem-solving and the ability to find answers to difficult questions – the sort of answers that others might struggle to find
Acute attention to detail, strong critical thinking skills, and excellent time management skills
Experience working with production data science systems
Proficiency with extracting insights from large data sets and communicating the results to non-technical staff
Highly proficient in Excel (advanced formulas, pivot tables) and PowerPoint
Comfortable programming in Python and SQL
Basic grasp of relational database structures and data management
Familiarity with cloud-based infrastructure (Amazon Web Services) or Unix/Linux based systems.
Bachelor’s Degree in a STEM field with 2+ years professional experience in data analytics, media tech or ad tech -OR- Master’s/Ph.D. in a STEM field.


Experience in media at an agency, network, or ad-tech firm with a fundamental understanding of digital, addressable, programmatic and/or television advertising
Experience working in a team environment
Strong written and oral communication skills, including experience building and leading presentations
A committed, entrepreneurial approach to building businesses within a fast-paced environment focused on changing the way partners perceive our brand and our product

Paramount is an equal opportunity employer (EOE) including disability/vet.

At Paramount, the spirit of inclusion feeds into everything that we do, on-screen and off. From the programming and movies we create to employee benefits/programs and social impact outreach initiatives, we believe that opportunity, access, resources and rewards should be available to and for the benefit of all. Paramount is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ethnicity, ancestry, religion, creed, sex, national origin, sexual orientation, age, citizenship status, marital status, disability, gender identity, gender expression, and Veteran status.

If you are a qualified individual with a disability or a disabled veteran, you may request a reasonable accommodation if you are unable or limited in your ability to use or access. https://www.paramount.com/careers as a result of your disability. You can request reasonable accommodations by calling 212.846.5500 or by sending an email to viacomaccommodations@viacom.com. Only messages left for this purpose will be returned.",3.8,"Paramount
3.8","New York, NY",1 to 50 Employees,1998,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),0,0,67,103,85.0,"Paramount
", NY,24,1,0,0,0,0,1
396,Wellbeing Data Scientist - Trust & Safety,$67K - $103K (Employer est.),"TikTok is the leading destination for short-form video. Our mission is to inspire creativity and bring joy.

Our Trust & Safety team's commitment is to keep our online community safe. We have invested heavily in human and machine-based moderation to remove harmful content quickly and often before it reaches our general community.

Our Global Wellbeing (GW) Team is responsible for the development, implementation and measurement of global strategy and programs for all T&S teams. These are designed to support and promote positive physical and psychological health, as well as healthy working environments, especially for those who work with potentially harmful content and for both in-house teams and business partners.

The goal of the Wellbeing Data Scientist is to help the business make sound decisions using data. As a data scientist within our Wellbeing team, you will work closely with cross-functional partners such as program managers and specialists, HR, and Operations to identify measures to predict psychological harm for Trust & Safety employees. This is accomplished by proactively analyzing the relationship between performance and people metrics and delivering insights to influence Trust & Safety decisions.




Trust & Safety is committed to the wellbeing of all our employees. Our promise is to provide comprehensive and evidence-based programs, to promote and support physical and mental wellbeing throughout each employee's journey with us. We believe that wellbeing is a relationship and that everyone has a part to play, so we work in collaboration and consultation with our employees and across our functions in order to ensure a truly person-centred, innovative and integrated approach.

TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We believe individuals shouldn't be disadvantaged because of their background or identity, but instead should be considered based on their strengths and experience. We are passionate about this and hope you are too.",3.6,"TikTok
3.6","Mountain View, CA",1001 to 5000 Employees,2016,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,0,0,67,103,85.0,"TikTok
", CA,6,0,0,0,0,0,0
397,Data Scientist,$67K - $103K (Employer est.),"About the role:
The data scientist will be responsible for developing and maintaining ML models, using alternative data, for various stages of the credit lifecycle: approval, user behavior monitoring and collections.
Key responsibilities:
Data cleaning, manipulation and aggregation for exploration and developing predictive models.
Research and implement algorithms to model real-world payments patterns
Analyse/test the model's effectiveness",-1.0,Net2Aspire LLC,"California City, CA",-1,-1,-1,-1,-1,-1,0,0,67,103,85.0,Net2Aspire LLC, CA,-1,0,0,0,0,0,0
398,Data Scientist,$67K - $103K (Employer est.),"At PDF Solutions, we’re transforming the semiconductor and electronics manufacturing industry with our AI platform that improves yield and lowers manufacturing costs at some of the largest chip makers in the world. Not just machine learning, but AI. We’re seeking an experienced Data Scientist to join our team, who is responsible for developing model pipelines to enable and drive production of the world’s most advanced chips. We look for people who are self-motivated and passionate about the transformative potential of AI. You’ll be able to hone your skills while working side by side with industry experts who have decades of experience. The candidate must be an organized and highly motivated team player with strong initiative and communication skills, and possesses the drive to deliver quality results on time in a complex, intensive, and highly productive environment.
RESPONSIBILITIES
Help design, implement, and validate the ML Pipelines while collaborating with other data scientists.",4.5,"Cimetrix by PDF Solutions
4.5","Santa Clara, CA",51 to 200 Employees,1985,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,0,67,103,85.0,"Cimetrix by PDF Solutions
", CA,37,0,0,0,0,0,0
399,Data Scientist - Machine Learning,$67K - $103K (Employer est.),"About Us
Launched in 2011, Twitch is a global community that comes together each day to create multiplayer entertainment: unique, live, unpredictable experiences created by the interactions of millions. We bring the joy of co-op to everything, from casual gaming to world-class esports to anime marathons, music, and art streams. Twitch also hosts TwitchCon, where we bring everyone together to celebrate, learn, and grow their personal interests and passions. We're always live at Twitch. Stay up to date on all things Twitch on LinkedIn, Twitter and on our Blog.
About the Role
The Central Science team focuses on understanding the long-term and causal impact of actions taken by viewers, creators and Twitch. We discover insights and build prediction and causal inference tools to make these knowledge more accessible for teams across Twitch. We support a diverse set of customers including executive leaders, product managers and data staff. We are an interdisciplinary team with experts in data science, statistics, and economics.",4.0,"Twitch
4.0","San Francisco, CA",1001 to 5000 Employees,2011,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable,0,0,67,103,85.0,"Twitch
", CA,11,0,0,0,0,0,0
400,Jr. Data Scientist,$67K - $103K (Employer est.),"Experience with statistics/machine learning packages such as Spark MLlib, Python (scikit-learn, pandas, numpy, scipy, Matplotlib), Keras, TensorFlow, PyTorch etc.

Insurance industry experience is an advantage.

ML/NLP/Deep Learning knowledge/experience is an advantage.

Competencies for Analyst I, Data Science, typically acquired through a Master`s degree (in Statistics, Mathematics, Economics, Actuarial Science or other scientific field of study) and 0-1 years of experience or may be acquired through a Bachelor`s degree and 3+ years of relevant experience.",5.0,"Aroopa
5.0","San Francisco, CA",1 to 50 Employees,-1,Unknown,-1,-1,Unknown / Non-Applicable,0,0,67,103,85.0,"Aroopa
", CA,-1,1,0,1,0,0,0
401,Data Scientist,$67K - $103K (Employer est.),"Overview:
The Data Scientist provides data analysis and model building in collaboration with and in support of senior Data Scientists in the Product and Pricing Strategy Group. Will support the pricing strategy team by analyzing vast amounts of raw data to find patterns and help to build models that will help improve profitability, our customers’ experience, improve processes, and mitigate risks. Will utilize skills as a Data Scientist to extract valuable business insights, and make real-time predictions to improve the profitability of our business or how our business operates.
Job Description:
Work with manager and senior team members to understand the business problem and the objectives.
Support project leads to identify valuable data sources, and work with our IT team to collect such data
Ideal Candidate will have the following::",3.5,"Pennymac
3.5","Westlake Village, Los Angeles, CA",5001 to 10000 Employees,2008,Company - Public,Lending,Finance,$2 to $5 billion (USD),0,0,67,103,85.0,"Pennymac
", CA,14,0,0,0,0,0,0
402,Data Scientist,$67K - $103K (Employer est.),"About Us
Interested in working for a human-centered technology company that prides itself on using modern tools and technologies? Want to be surrounded by intensely curious and innovative thinkers who push one another to come up with the best solutions possible?
Modeling ourselves after the 1904 World’s Fair, which brought innovation to the region, 1904labs is seeking top talent in St. Louis to bring innovation and creativity to help us continue to grow.
We help enterprise organizations turn their digital transformation ideas into reality. Working in a team-based labs model, using our #HCDAgile methodology, we strive to innovatively solve problems while keeping humans at the center.




Flexible work from home options available.",4.8,"1904labs
4.8","Saint Louis, MO",51 to 200 Employees,2016,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,0,0,67,103,85.0,"1904labs
", MO,6,0,0,0,0,0,0
403,Data Scientist,$67K - $103K (Employer est.),"What we offer
Our company culture is focused on helping our employees enable innovation by building breakthroughs together. How? We focus every day on building the foundation for tomorrow and creating a workplace that embraces differences, values flexibility, and is aligned to our purpose-driven and future-focused work. We offer a highly collaborative, caring team environment with a strong focus on learning and development, recognition for your individual contributions, and a variety of benefit options for you to choose from. Apply now!

COMPANY DESCRIPTION

SAP started in 1972 as a team of five colleagues with a desire to do something new. Together, they changed enterprise software and reinvented how business was done. Today, as a market leader in enterprise application software, we remain true to our roots. That’s why we engineer solutions to fuel innovation, foster equality and spread opportunity for our employees and customers across borders and cultures. SAP values the entrepreneurial spirit, fostering creativity and building lasting relationships with our employees. We know that a diverse and inclusive workforce keeps us competitive and provides opportunities for all. We believe that together we can transform industries, grow economics, lift up societies and sustain our environment. Because it’s the best-run businesses that make the world run better and improve people’s lives.",4.4,"SAP
4.4","Bellevue, WA",10000+ Employees,1972,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),0,0,67,103,85.0,"SAP
", WA,50,0,0,0,0,0,0
404,Junior Data Scientist,$67K - $103K (Employer est.),"About Enterprise Data and Analytics:
The Data and Analytics (DnA) Services organization is transforming how Coca-Cola leverages data across the entire company. We passionately develop and scale leading data capabilities for Coca-Cola, driving growth and delighting consumers through innovation and agile, insight-led decision making.
Job Description Summary:
You will play a critical role in the growing Data Science Services team in DnA, where you will be responsible for developing advanced analytics and machine learning models across domains including: marketing, supply chain optimization, forecasting, digital transformation, and food and beverage science. You will work closely with IT partners, process owners and business stakeholders to deliver impactful data science solutions at significant scale. You will have the opportunity to do your best work every day and deliver disruptive innovation by tapping into new datasets, leveraging the latest cloud technologies, and being supported by a robust analytics and IT organization.",4.0,"The Coca-Cola Company
4.0","Atlanta, GA",10000+ Employees,1886,Company - Public,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),0,0,67,103,85.0,"The Coca-Cola Company
", GA,136,0,0,0,0,0,0
405,Data Scientist,$67K - $103K (Employer est.),"Job Description

Data & Analysis – Data Scientist
We are the connected marketing agency, a full-service agency with modern creative & media, data, and technology services all under one roof.
The Data & Analysis team uses data-driven insights to fuel strategic growth for clients. We believe that data should never exist in a vacuum; instead, it should be put to work to bring the best ideas and stories to our clients.
Digitas’ Data Science practice sits within our DNA (Data & Analysis) capability, and develops industry-leading analytical solutions for clients across industries, channels and business functions. We apply a bespoke and cutting-edge arsenal of statistical, analytical and computing techniques to complex data problems at scale, with an emphasis on game-changing—and measureable—business impact. We work in close collaboration with colleagues across all agency disciplines to develop truly innovative, highly effective, data-powered solutions for our clients.",3.8,"Digitas
3.8","New York, NY",5001 to 10000 Employees,1980,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,0,0,67,103,85.0,"Digitas
", NY,42,0,0,0,0,0,0
406,Data Scientist,$67K - $103K (Employer est.),"As a Data Scientist for Engage3, you will bring tremendous innovation to the retail industry by building and delivering the next generation of transformative price management solutions.
You should be able to demonstrate the ability to model and analyze large-scale datasets and exhibit strong systematic thinking and detail-oriented skills to assure the integrity of various solutions. You should also have experience of collaborating across organizational boundaries.
Responsibilities:
Validating the integrity of various modeling solutions on a regular basis and standardizing the process
Analyzing large-scale datasets and effectively visualizing and communicating findings with the team and customers",4.3,"Engage3
4.3","Davis, CA",51 to 200 Employees,2008,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,67,103,85.0,"Engage3
", CA,14,0,0,0,0,0,0
407,Data Scientist,$67K - $103K (Employer est.),"This is a fully remote role

Ayasdi is breaking new ground in enterprise AI and is looking for data scientists to join our teams in UK or US (remote). We have a unique approach combining advanced unsupervised and supervised, and semi-supervised techniques to solve hard problems in Anti Money Laundering, Fraud, Trade Surveillance, and other FinCrime. You will learn and apply cutting-edge machine learning techniques developed by Ayasdi. Additionally, you will be contributing to the further advancement of Ayasdi technology through rigorous research and development. As part of a growing team, you will deploy our technology to help our customers solve their biggest and most impactful problems whether it be discovering the sinister Unknown Unknown’s evading their detection systems or reducing the False Positive rate of existing surveillance systems. We combine the rapid agility of a start-up with the financial backing of the world’s largest private AI fund (Symphony AI). At Ayasdi your contribution will make a difference to the world. Join us now.",3.9,"Ayasdi
3.9","Houston, TX",1 to 50 Employees,2008,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),0,0,67,103,85.0,"Ayasdi
", TX,14,0,0,0,0,0,0
408,"Data Scientist, Ecommerce",$67K - $103K (Employer est.),"Company Description

Since we first opened our doors in 2009, the world of commerce has evolved immensely – and so has Square. After enabling anyone to take a payment and never miss a sale, we saw sellers stymied by disparate, outmoded products and tools that wouldn’t work together. So we expanded into software and started building integrated, omnichannel solutions – to help sellers sell online, manage inventory, run a busy kitchen, book appointments, engage loyal buyers, and hire and pay staff. And across it all, we’ve embedded financial services tools at the point of sale, so merchants can access a business loan and manage their cash flow all in one place.

Today, we’re a partner to sellers of all sizes – large, enterprise-scale businesses with complex commerce operations, sellers just starting out, as well as merchants who began selling with Square and have grown larger over time. As our sellers scale, so do our solutions. We all grow together.

There is a massive opportunity in front of us. We’re building a business that is big, meaningful, and lasting. And we are helping sellers around the world do the same.",4.2,"Square
4.2","San Francisco, CA",5001 to 10000 Employees,2009,Company - Public,Internet,Information Technology,$1 to $2 billion (USD),0,0,67,103,85.0,"Square
", CA,13,0,0,0,0,0,0
409,Data Scientist - Data Analytics,$67K - $103K (Employer est.),"This is an environment unlike anything in the high-tech world and the secret of Costco’s success is its culture. The value Costco puts on its employees is well documented in articles from a variety of publishers including Bloomberg and Forbes. Our employees and our members come FIRST. Costco is well known for its generosity and community service and has won many awards for its philanthropy. The company joins with its employees to take an active role in volunteering by sponsoring many opportunities to help others. In 2018, Costco contributed over $39 million to organizations such as United Way and Children's Miracle Network Hospitals.
Costco IT is responsible for the technical future of Costco Wholesale, the second largest retailer in the world with wholesale operations in twelve countries. Despite our size and explosive international expansion, we continue to provide a family, employee centric atmosphere in which our employees thrive and succeed. As proof, Costco consistently ranks in the .",4.0,"Costco Wholesale
4.0","Seattle, WA",10000+ Employees,1976,Company - Public,General Merchandise & Superstores,Retail,$10+ billion (USD),0,0,67,103,85.0,"Costco Wholesale
", WA,46,0,0,0,0,0,0
410,Data Scientist,$67K - $103K (Employer est.),"Rec Room is the best place to build and play games together. Chat, hang out, explore MILLIONS of rooms, or build something new to share with us all! As a Senior Product Data Scientist at Rec Room, you will be responsible for a large strategic area and will use data to be an advocate for our players. Your insights into what users are doing on the platform will inform broader team strategy and impact their short and long-term roadmap. You'll be equal parts leader, investigator, and storyteller, shaping experiences towards delighting players and building a sustainable business.
As we scale, Product Data Scientists will embed within individual teams, and as the Senior Product Data Scientist, you would be expected to drive product thinking at the broader team level and guide other data scientists as needed. You might be helping the econ team think through how to scale the buyer and builder ecosystem, or helping the growth team think through how to give users more reason to return to the app. You might also help the User Generated Content team think through how to enable creators to build the best products, or the social team how to make a player's experience more meaningful. The questions and potential for impact are huge.",-1.0,Rec Room,"Seattle, WA",-1,-1,-1,-1,-1,-1,0,0,67,103,85.0,Rec Room, WA,-1,0,0,0,0,0,0
411,Data Scientist,$67K - $103K (Employer est.),"Something about us...
data.ai is the mobile standard and the trusted source for the digital economy. Our vision is to be the first Unified Data AI company that combines consumer and market data to provide insights powered by artificial intelligence. We passionately serve enterprise clients to create winning digital experiences for their customers.
We care deeply about our high performance culture and operate as a global team. We have set excellence as our standard, hold each other accountable, continuously push innovation and win with style.
We are a remote-first company as we trust our people to get it done from the location that works for them.",4.5,"data.ai
4.5","San Francisco, CA",201 to 500 Employees,2010,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),0,0,67,103,85.0,"data.ai
", CA,12,0,0,0,0,0,1
412,Data Scientist,$67K - $103K (Employer est.),"Company Description

Public Storage is recognized as one of America’s Best Large Employers in 2022 by Forbes and our employees have also voted us as a Great Place to Work, having Best Career Growth, ranked us in the Top 5% for Work Culture, and in the Top 10% for Diversity and Inclusion.
With more than 2,800 locations nationwide, Public Storage is the leader in the self-storage industry, and given our number of tenants, we may very well be the world's largest landlord. We've experienced unprecedented growth over the past four decades, and it's in no small part due to the dedicated team that has helped us become an S&P 500 industry leader, the country's largest real estate investment trust (REIT), and the most recognizable name in self-storage.

Job Description",3.2,"Public Storage
3.2","Glendale, CA",5001 to 10000 Employees,1972,Company - Public,Real Estate,Real Estate,$2 to $5 billion (USD),0,0,67,103,85.0,"Public Storage
", CA,50,0,0,0,0,0,0
413,Data Scientist,$67K - $103K (Employer est.),"Moodys Northwest Consulting looking for a Data Scientist to analyze large amounts of raw information to find patterns that will help improve our company. We will rely on you to build data products to extract valuable business insights. In this role, you should be highly analytical with a knack for analysis, math and statistics. Critical thinking and problem-solving skills are essential for interpreting data.
Responsibilities
Identify valuable data sources and automate collection processes
Undertake preprocessing of structured and unstructured data
Analyze large amounts of information to discover trends and patterns
Build predictive models and machine-learning algorithms",-1.0,Moodys Northwest consulting,"Bellevue, WA",-1,-1,-1,-1,-1,-1,0,0,67,103,85.0,Moodys Northwest consulting, WA,-1,0,0,0,0,0,0
414,Data Scientist,$67K - $103K (Employer est.),"Yext (NYSE: YEXT) is building the next big thing in AI search, and the next big thing is answers.

With the explosion of information and data online, search has never been more important. However, while the world of consumer search has innovated over time, enterprise search has not. In fact, the majority of enterprise search is powered by outdated keyword technology that only scans for keywords and delivers a list of hyperlinks rather than actually answering questions. Yext, the AI Search Company, offers a modern, AI-powered Answers Platform that understands natural language so that when people ask questions about a business online they get direct answers – not links.

We have a big, audacious mission to transform the enterprise with AI search. To achieve that, we need bright minds and diverse perspectives to join our growing company and help us continue to disrupt an industry. Does this sound like you?",3.9,"Yext
3.9","New York, NY",1001 to 5000 Employees,2006,Company - Public,Internet,Information Technology,$100 to $500 million (USD),0,0,67,103,85.0,"Yext
", NY,16,0,0,0,0,0,0
415,Data Scientist,$67K - $103K (Employer est.),"Summary Description
At Certegy, we’re helping to change the payments landscape by providing faster, and more efficient ways to securely connect retailers and consumers. Our technology provides both traditional and cutting-edge techniques for merchants to accept and verify payments.
Our clients range in size from locally-owned small businesses to the largest retailers in America, many of which have relied on us for over fifty years to provide check verification and warranty services, Automated Clearing House (ACH) payment solutions, and risk management expertise.
The data scientist role is within the risk management department and provides analytics with the goal of reducing losses in the payments business. The primary function is to develop statistical models that are used by risk analysts to manage losses from fraud.",4.0,"Certegy Payment Solutions, LLC
4.0","Clearwater, FL",51 to 200 Employees,2001,Company - Private,Financial Transaction Processing,Finance,Unknown / Non-Applicable,0,0,67,103,85.0,"Certegy Payment Solutions, LLC
", FL,21,0,0,0,0,0,0
416,Data Scientist - Analytics,$67K - $103K (Employer est.),"As a Data Scientist at Hypersonix, you will play a key role in translating data into insights for our clients. You will design, develop and implement processes and frameworks into our AI Platform that will help our clients make sense of the data they generate and consume the insights to make informed decisions.
Roles and Responsibilities
Solve business problems & develop a business solution
Use problem-solving methodologies to propose creative solutions to solve a business problem
Recommend design and develop state-of-the-art data-driven analysis using statistical & advanced analytics methodologies to solve business problems
Develop models & recommend insights

This is a remote position.",5.0,"Hypersonix Inc.
5.0","San Jose, CA",1 to 50 Employees,2019,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,0,0,67,103,85.0,"Hypersonix Inc.
", CA,3,0,0,0,0,0,0
417,"Data Scientist, Analytics (Growth)",$67K - $103K (Employer est.),"Next Insurance is a fast-growing tech company based in Silicon Valley that is led by a team of experienced entrepreneurs with a history of successful outcomes. Our mission is to transform insurance for small businesses by combining world-class technology and phenomenal customer service to offer better insurance at a lower price. As the leading digital insurtech company transforming small business insurance, we are proud to have achieved a company valuation of $4 billion and total funding raised to more than $880 million!

Next Insurance is looking for explorers who are filled with curiosity, have the desire to travel the unbeaten path, and realize new heights in providing small business owners with the peace of mind to run their businesses. If you move fast, and are customer-focused and willing to challenge the status quo, Next Insurance might just be your next journey.",4.3,"Next Insurance
4.3","Palo Alto, CA",501 to 1000 Employees,2016,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,0,0,67,103,85.0,"Next Insurance
", CA,6,0,0,0,0,0,0
418,Data Scientist - Growth,$67K - $103K (Employer est.),"#TeamNextdoor
Nextdoor is where you connect to the neighborhoods that matter to you so you can belong. Our purpose is to cultivate a kinder world where everyone has a neighborhood they can rely on.
Neighbors around the world turn to Nextdoor daily to receive trusted information, give and get help, get things done, and build real-world connections with those nearby — neighbors, businesses, and public services. Today, neighbors rely on Nextdoor in more than 275,000 neighborhoods across 11 countries.
Meet Your Future Neighbors
As a data scientist at Nextdoor, you'll be responsible for design and oversight of product experiments, own complex analysis to drive company and product strategy, and deploy online and offline models to a production environment. We use a semi-embedded team structure, in which a group of data team members works on a specific product or pillar, interfacing directly with product and engineering stakeholders. The Data Science group is made up of people from a diverse set of backgrounds and perspectives, trained in fields as wide-ranging as psychology, geology, physics, and statistics. We are the mathematical decision scientists for their product development organization and play an active and collaborative role in building and improving the product.",4.4,"Nextdoor
4.4","San Francisco, CA",201 to 500 Employees,2010,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,0,0,67,103,85.0,"Nextdoor
", CA,12,0,0,0,0,0,0
